8.9269e-12 7.203e-12 4.7792e-12 4.2048e-12 3.6186e-12 4.4773e-12 2.9048e-12 3.17e-12 0 1.6471e-12 2.2703e-12 1.6302e-12 1.8318e-12 1.4047e-12 2.4315e-12 1.2274e-12 8.9942e-13 9.9493e-13 5.7305e-13 7.0767e-13 1.2996e-12 1.226e-12 1.8019e-12 1.5909e-12
8.8425e-12 9.3629e-12 7.6739e-12 3.9533e-12 3.7398e-12 2.8833e-12 3.1096e-12 2.2897e-12 1.5468e-12 1.7514e-12 1.5453e-12 2.1481e-12 2.0485e-12 1.2021e-12 1.2626e-12 1.1085e-12 1.0326e-12 1.3083e-12 7.7458e-13 8.8021e-13 9.8283e-13 1.1974e-12 1.3172e-12 1.4227e-12
1.2588e-11 9.8725e-12 6.5515e-12 3.8606e-12 1.7923e-12 2.9486e-12 2.8519e-12 2.929e-12 2.2856e-12 1.4164e-12 2.6322e-12 2.2412e-12 1.1328e-12 1.3406e-12 1.1044e-12 1.4235e-12 1.3377e-12 9.6305e-13 9.2549e-13 7.1086e-13 1.0504e-12 1.2351e-12 1.1483e-12 1.1097e-12
8.8425e-12 9.3629e-12 7.6739e-12 3.9533e-12 3.7398e-12 2.8833e-12 3.1096e-12 2.2897e-12 1.5468e-12 1.7514e-12 1.5453e-12 2.1481e-12 2.0485e-12 1.2021e-12 1.2626e-12 1.1085e-12 1.0326e-12 1.3083e-12 7.7458e-13 8.8021e-13 9.8283e-13 1.1974e-12 1.3172e-12 1.4227e-12
8.9269e-12 7.203e-12 4.7792e-12 4.2048e-12 3.6186e-12 4.4773e-12 2.9048e-12 3.17e-12 0 1.6471e-12 2.2703e-12 1.6302e-12 1.8318e-12 1.4047e-12 2.4315e-12 1.2274e-12 8.9942e-13 9.9493e-13 5.7305e-13 7.0767e-13 1.2996e-12 1.226e-12 1.8019e-12 1.5909e-12
6.4629e-12 6.4156e-12 5.1265e-12 5.2577e-12 4.1602e-12 4.2169e-12 3.4766e-12 3.4216e-12 1.3759e-12 1.3918e-12 1.4477e-12 1.559e-12 1.5437e-12 1.7987e-12 1.3959e-12 1.4054e-12 7.1438e-13 6.7258e-13 6.6577e-13 6.3509e-13 1.5465e-12 1.5818e-12 1.6971e-12 1.6979e-12
8.8425e-12 9.3629e-12 7.6739e-12 3.9533e-12 3.7398e-12 2.8833e-12 3.1096e-12 2.2897e-12 1.5468e-12 1.7514e-12 1.5453e-12 2.1481e-12 2.0485e-12 1.2021e-12 1.2626e-12 1.1085e-12 1.0326e-12 1.3083e-12 7.7458e-13 8.8021e-13 9.8283e-13 1.1974e-12 1.3172e-12 1.4227e-12
1.4673e-11 1.5589e-11 1.0308e-11 8.0354e-12 1.9069e-12 2.7201e-12 3.7181e-12 1.808e-12 2.3816e-12 3.0744e-12 1.25e-12 2.3965e-12 2.4792e-12 1.1682e-12 7.7734e-13 1.3198e-12 1.8185e-12 1.4772e-12 7.5344e-13 7.6987e-13 8.2949e-13 1.2763e-12 1.5509e-12 1.3791e-12
2.3769e-11 1.3949e-11 1.3749e-11 5.2226e-12 3.9337e-12 2.3257e-12 3.2537e-12 2.5607e-12 3.0237e-12 2.4071e-12 1.1756e-12 1.399e-12 2.6956e-12 2.6848e-12 9.0634e-13 1.3163e-12 2.0462e-12 6.8768e-13 1.7959e-12 7.899e-13 8.8579e-13 1.4176e-12 1.4585e-12 1.6076e-12
1.4673e-11 1.5589e-11 1.0308e-11 8.0354e-12 1.9069e-12 2.7201e-12 3.7181e-12 1.808e-12 2.3816e-12 3.0744e-12 1.25e-12 2.3965e-12 2.4792e-12 1.1682e-12 7.7734e-13 1.3198e-12 1.8185e-12 1.4772e-12 7.5344e-13 7.6987e-13 8.2949e-13 1.2763e-12 1.5509e-12 1.3791e-12
